5.013380963604025453e+01,1.443740308186629306e+01
5.013364581553443600e+01,1.443773640413797033e+01
5.013348199502861746e+01,1.443806972640964759e+01
5.013331817452280603e+01,1.443840304868132307e+01
5.013315435401698750e+01,1.443873637095300033e+01
5.013299053351116896e+01,1.443906969322467759e+01
5.013282671300535043e+01,1.443940301549635485e+01
5.013266289249953189e+01,1.443973633776803212e+01
5.013249907199371336e+01,1.444006966003970760e+01
5.013233525148790193e+01,1.444040298231138486e+01
5.013217143098208339e+01,1.444073630458306212e+01
5.013200761047626486e+01,1.444106962685473938e+01
5.013191132254685556e+01,1.444126554195831957e+01
5.013164748938361726e+01,1.444135263484477427e+01
5.013138365622037895e+01,1.444143972773122897e+01
5.013111982305714065e+01,1.444152682061768367e+01
5.013085598989390235e+01,1.444161391350413837e+01
5.013059215673066404e+01,1.444170100639059307e+01
5.013032832356742574e+01,1.444178809927704776e+01
5.013006449040418744e+01,1.444187519216350246e+01
5.013002682766929752e+01,1.444188762485487842e+01
5.012994718829721563e+01,1.444148677168077555e+01
5.012986754892513375e+01,1.444108591850667267e+01
5.012978790955305186e+01,1.444068506533257157e+01
5.012970827018096998e+01,1.444028421215846869e+01
5.012962863080888809e+01,1.443988335898436581e+01
5.012954899143680620e+01,1.443948250581026294e+01
5.012946935206472432e+01,1.443908165263616006e+01
5.012938971269264243e+01,1.443868079946205718e+01
5.012931007332056055e+01,1.443827994628795608e+01
5.012923043394847866e+01,1.443787909311385320e+01
5.012915079457639678e+01,1.443747823993975032e+01
5.012907115520431489e+01,1.443707738676564745e+01
5.012899151583223301e+01,1.443667653359154457e+01
5.012891187646015112e+01,1.443627568041744169e+01
5.012883223708806923e+01,1.443587482724334059e+01
5.012875259771598735e+01,1.443547397406923771e+01
5.012867295834390546e+01,1.443507312089513483e+01
5.012859331897182358e+01,1.443467226772103196e+01
5.012856887673442685e+01,1.443454924128087313e+01
5.012832053754472383e+01,1.443438557376042830e+01
5.012807219835502082e+01,1.443422190623998347e+01
5.012782385916531780e+01,1.443405823871953864e+01
5.012759223895058369e+01,1.443390558981109884e+01
5.012758695185760871e+01,1.443348612432782652e+01
5.012758166476464083e+01,1.443306665884455597e+01
5.012757637767166585e+01,1.443264719336128366e+01
5.012757109057869087e+01,1.443222772787801134e+01
5.012756580348572299e+01,1.443180826239474079e+01
5.012756465365884395e+01,1.443171703784298288e+01
5.012729931587017518e+01,1.443179225435074464e+01
5.012703397808150640e+01,1.443186747085850641e+01
5.012676864029283763e+01,1.443194268736626640e+01
5.012650330250416886e+01,1.443201790387402816e+01
5.012623796471550008e+01,1.443209312038178993e+01
5.012597262692683131e+01,1.443216833688955170e+01
5.012590010155410880e+01,1.443218889598627008e+01
5.012577973300353307e+01,1.443181346741383386e+01
5.012565936445295733e+01,1.443143803884139942e+01
5.012553899590238160e+01,1.443106261026896320e+01
5.012541862735180587e+01,1.443068718169652698e+01
5.012529825880123013e+01,1.443031175312409076e+01
5.012517789025065440e+01,1.442993632455165631e+01
5.012505752170008577e+01,1.442956089597922009e+01
5.012493715314951004e+01,1.442918546740678387e+01
5.012481678459893430e+01,1.442881003883434765e+01
5.012469641604835857e+01,1.442843461026191321e+01
5.012468935631008549e+01,1.442841259099318840e+01
